	a	A	=	l	L	^	i	I	+	n	N	>	s	S	~	b	B	|	y	Y	@	[	:
N	0.000894282939387	0.00370439273003	0.00151332821238	0.00132797798268	0.00030446684356	2.44251518569e-05	0.000199956083858	3.95037456575e-05	1.60528877e-05	0.000209574579767	3.97661836954e-05	1.3919976462e-05	0.000110656104966	0.000486652238911	0.00173294945511	2.83999468021e-05	3.55455191113e-06	1.32808324604e-06	1.96208564125e-05	5.78075043929e-06	2.95772936352e-06	0.000205572861174	0.0016872007737
>	0.000156519890895	0.000648353133445	0.0002648669188	0.000232426405341	5.32886349905e-05	4.2749581093e-06	3.49968707339e-05	6.91405559465e-06	2.80962111732e-06	3.66803266784e-05	1.3919976462e-05	1.21815652583e-06	1.93673397013e-05	8.51752303255e-05	0.000303305640412	4.9706377916e-06	6.22127575971e-07	2.32444828828e-07	3.43409693924e-06	1.01176304299e-06	5.17670031359e-07	3.59799347442e-05	0.000295298578769
s	0.00124424646287	0.00515404839836	0.00210554533972	0.00184766122101	0.000423615140663	3.39835497968e-05	0.00027820574352	5.49629134581e-05	2.23349321114e-05	0.000291588286099	0.000110656104966	1.93673397013e-05	7.69798131748e-05	0.000677095917015	0.00241111189187	3.95138180524e-05	4.94556973832e-06	1.84780767753e-06	2.72991691047e-05	8.04295594833e-06	4.11519009992e-06	0.00028602055805	0.00234746018556
S	0.00547204627438	0.02266688488	0.00925993512986	0.00812579179643	0.00186300843234	0.000149455564154	0.00122351539487	0.000241720281947	9.82263447763e-05	0.00128237020736	0.000486652238911	8.51752303255e-05	0.000677095917015	0.00148889319787	0.0106037800699	0.000173777018711	2.17500208108e-05	8.12643589458e-06	0.000120058461929	3.53719527805e-05	1.80981110468e-05	0.00125788400914	0.0103238475221
~	0.0194857412569	0.0807158842823	0.0329742642785	0.0289356245384	0.00663409964968	0.000532205377382	0.00435689013083	0.000860756403434	0.000349780144931	0.0045664698	0.00173294945511	0.000303305640412	0.00241111189187	0.0106037800699	0.0188798215901	0.000618813119116	7.74509674443e-05	2.89379181466e-05	0.000427523454215	0.000125958130665	6.44466606116e-05	0.00447927541256	0.0367628144033
b	0.000319336500821	0.00132278919789	0.000540389304828	0.000474203211845	0.00010872104583	8.72189570267e-06	7.1401648544e-05	1.41062602807e-05	5.73227192471e-06	7.48362850463e-05	2.83999468021e-05	4.9706377916e-06	3.95138180524e-05	0.000173777018711	0.000618813119116	5.07062096114e-06	1.26928304153e-06	4.74240799986e-07	7.00634592692e-06	2.06422882077e-06	1.05616567612e-06	7.34073247513e-05	0.000602476875636
B	3.99683202648e-05	0.000165560974608	6.76354026161e-05	5.93515172643e-05	1.36075818708e-05	1.09163694054e-06	8.93666696135e-06	1.76554677335e-06	7.17454094795e-07	9.36654782798e-06	3.55455191113e-06	6.22127575971e-07	4.94556973832e-06	2.17500208108e-05	7.74509674443e-05	1.26928304153e-06	7.94320583145e-08	5.93562218154e-08	8.76917850522e-07	2.58359938172e-07	1.32190237845e-07	9.18769842438e-06	7.54063148298e-05
|	1.49333186976e-05	6.18583613552e-05	2.52705396627e-05	2.21754408646e-05	5.08418556081e-06	4.07867086411e-07	3.3389968591e-06	6.59659261816e-07	2.68061569199e-07	3.49961276542e-06	1.32808324604e-06	2.32444828828e-07	1.84780767753e-06	8.12643589458e-06	2.89379181466e-05	4.74240799986e-07	5.93562218154e-08	1.10885993104e-08	3.27641833498e-07	9.65307340874e-08	4.93900903855e-08	3.43278946323e-06	2.81739768822e-05
y	0.000220622090371	0.000913883997623	0.000373342282322	0.000327615864734	7.51128177853e-05	6.02575295016e-06	4.93297224626e-05	9.74568401182e-06	3.96029207857e-06	5.17026321765e-05	1.96208564125e-05	3.43409693924e-06	2.72991691047e-05	0.000120058461929	0.000427523454215	7.00634592692e-06	8.76917850522e-07	3.27641833498e-07	2.42025994567e-06	1.42612722401e-06	7.29680066779e-07	5.07153970607e-05	0.000416237127171
Y	6.5000284341e-05	0.000269251005647	0.00010999512545	9.6523083099e-05	2.21299440391e-05	1.77532383303e-06	1.45336578995e-05	2.87130010781e-06	1.1667920957e-06	1.52327710566e-05	5.78075043929e-06	1.01176304299e-06	8.04295594833e-06	3.53719527805e-05	0.000125958130665	2.06422882077e-06	2.58359938172e-07	9.65307340874e-08	1.42612722401e-06	2.10084753778e-07	2.1498033918e-07	1.49419091437e-05	0.000122632922088
@	3.3257489949e-05	0.000137762668346	5.62791657943e-05	4.93861757462e-05	1.13228180294e-05	9.08347019279e-07	7.43616718631e-06	1.46910487307e-06	5.96990871481e-07	7.79386944916e-06	2.95772936352e-06	5.17670031359e-07	4.11519009992e-06	1.80981110468e-05	6.44466606116e-05	1.05616567612e-06	1.32190237845e-07	4.93900903855e-08	7.29680066779e-07	2.1498033918e-07	5.4997501488e-08	7.6450495287e-06	6.2745312811e-05
[	0.00231151553236	0.00957500244753	0.00391160505742	0.00343251738168	0.000786976701645	6.31333948248e-05	0.000516840446428	0.000102108088673	4.14930192934e-05	0.000541702044156	0.000205572861174	3.59799347442e-05	0.00028602055805	0.00125788400914	0.00447927541256	7.34073247513e-05	9.18769842438e-06	3.43278946323e-06	5.07153970607e-05	1.49419091437e-05	7.6450495287e-06	0.000265679261398	0.00436102560258
:	0.0189713310032	0.0785850400943	0.0321037662345	0.0281717438237	0.00645896395233	0.000518155519101	0.00424187120865	0.00083803302258	0.000340546188126	0.00444591811777	0.0016872007737	0.000295298578769	0.00234746018556	0.0103238475221	0.0367628144033	0.000602476875636	7.54063148298e-05	2.81739768822e-05	0.000416237127171	0.000122632922088	6.2745312811e-05	0.00436102560258	0.0178961506124
