	a	A	=	l	L	^	i	I	+	n	N	>	s	S	~	b	B	|	y	Y	@	[	:
>	0.000285801338293	0.000700092525164	0.000150013192005	0.000257709526928	4.78237544437e-05	8.3200593885e-06	1.61624120179e-05	3.23779025645e-06	2.61411754312e-06	0.000100172453467	6.18364860453e-05	0.000108373086166	1.59368282705e-05	3.22850151391e-05	2.61544450634e-05	2.66719607191e-06	5.83863816737e-07	6.63481609929e-08	4.84341575248e-06	1.41985064525e-06	4.90976391347e-07	4.52759850615e-05	0.000213043944948
s	0.00129102905586	0.0030513253848	0.00107271706693	0.000719957164566	0.000242820999602	2.27706888527e-05	0.00018028122305	4.89251339161e-05	2.92197301013e-05	0.000165790784689	4.64171734306e-05	1.59368282705e-05	0.00148990103362	0.00141967814003	0.00303427390742	0.000101287102572	1.70780166396e-05	5.94479522496e-06	6.35880774956e-05	3.07590074363e-05	1.13853444264e-05	0.000230984487681	0.00320861033525
S	0.00366325447363	0.00881309257284	0.00388134087882	0.00198289440906	0.000725265017445	3.76459465473e-05	0.000548579864721	9.37632211151e-05	4.69877676151e-05	0.000455971101607	0.000111226057088	3.22850151391e-05	0.00141967814003	0.0156770221417	0.0152167914881	0.000255082139753	3.14490283106e-05	1.30440484512e-05	0.000151844401248	4.58067703495e-05	2.28635762781e-05	0.000937764907473	0.00656286815351
~	0.0026471191184	0.00812060354693	0.0135990242786	0.00198779090335	0.000663388722503	2.47213247859e-05	0.000506249738008	7.5849217647e-05	3.05599629533e-05	0.000431209967925	8.86809519831e-05	2.61544450634e-05	0.00303427390742	0.0152167914881	0.104827321016	0.000345023706795	3.61066692123e-05	1.85907547102e-05	0.000297531693156	5.41799082668e-05	2.26910710596e-05	0.0018753440401	0.00806146079622
b	0.000251884158393	0.000601578775722	0.000238481829873	0.000559301727538	0.000132085918905	7.85562226155e-06	0.000156528581414	4.22372392881e-05	8.81103577985e-06	7.27308540804e-05	2.21602857716e-05	2.66719607191e-06	0.000101287102572	0.000255082139753	0.000345023706795	0.000593404682288	2.61677146956e-05	5.22823508624e-06	1.74893752377e-05	5.22823508624e-06	1.8975574044e-06	0.000113906522793	0.000651220469777
B	4.40286396349e-05	0.000124362992965	3.00424472976e-05	3.87871349164e-05	1.55785482011e-05	1.48619880624e-06	1.76088019275e-05	6.15710934014e-06	2.34872489915e-06	3.99415929177e-06	1.38004174865e-06	5.83863816737e-07	1.70780166396e-05	3.14490283106e-05	3.61066692123e-05	2.61677146956e-05	2.432323582e-05	1.16772763347e-06	2.22929820936e-06	1.03503131149e-06	4.90976391347e-07	1.19293993465e-05	0.000115392721599
|	1.47956399014e-05	5.37552800364e-05	1.1358805162e-05	5.83863816737e-06	5.90498632836e-06	9.95222414893e-07	4.80360685588e-06	2.22929820936e-06	1.59235586383e-06	2.83970129049e-06	3.98088965957e-07	6.63481609929e-08	5.94479522496e-06	1.30440484512e-05	1.85907547102e-05	5.22823508624e-06	1.16772763347e-06	5.17515655744e-07	8.49256460709e-07	8.62526092907e-07	2.91931908369e-07	3.92781113078e-06	6.14516667116e-05
y	0.000185456379607	0.000476366526297	0.000199469111209	0.000314078924508	0.000132868827204	7.4708029278e-06	4.6377364534e-05	6.27653602992e-06	4.39224825773e-06	0.000122438896296	1.47956399014e-05	4.84341575248e-06	6.35880774956e-05	0.000151844401248	0.000297531693156	1.74893752377e-05	2.22929820936e-06	8.49256460709e-07	0.000337831566143	4.86730109044e-05	7.33810660581e-06	6.04166354001e-05	0.000456647852849
Y	7.59288354402e-05	0.000143272218848	6.21151483215e-05	8.34792561612e-05	6.50477370374e-05	3.78184517659e-06	2.14304560007e-05	3.60933995801e-06	3.7287666478e-06	3.93709987332e-05	6.13057007574e-06	1.41985064525e-06	3.07590074363e-05	4.58067703495e-05	5.41799082668e-05	5.22823508624e-06	1.03503131149e-06	8.62526092907e-07	4.86730109044e-05	3.3213889393e-05	2.60084791092e-06	1.49814147522e-05	0.000200769535164
@	2.61544450634e-05	9.47717131622e-05	4.84872360536e-05	2.32749348763e-05	3.07590074363e-05	2.7866227617e-06	1.122610884e-05	1.92409666879e-06	2.16295004837e-06	4.08704671716e-06	1.53927733503e-06	4.90976391347e-07	1.13853444264e-05	2.28635762781e-05	2.26910710596e-05	1.8975574044e-06	4.90976391347e-07	2.91931908369e-07	7.33810660581e-06	2.60084791092e-06	1.42383153491e-05	5.86517743177e-06	0.000114357690287
[	0.00178446032917	0.00581138234284	0.00305021073569	0.00167124382725	0.000417754560875	7.61676888198e-05	0.000943351422629	0.000178821563508	4.82085737774e-05	0.000673938080101	0.000311225953585	4.52759850615e-05	0.000230984487681	0.000937764907473	0.0018753440401	0.000113906522793	1.19293993465e-05	3.92781113078e-06	6.04166354001e-05	1.49814147522e-05	5.86517743177e-06	0.00595324798067	0.00258093019299
:	0.00947884328988	0.019533920358	0.00592428037358	0.00494758236524	0.00221702379958	0.000442290110811	0.00210326324274	0.000581395665148	0.000496403670916	0.00202265022713	0.000673128632537	0.000213043944948	0.00320861033525	0.00656286815351	0.00806146079622	0.000651220469777	0.000115392721599	6.14516667116e-05	0.000456647852849	0.000200769535164	0.000114357690287	0.00258093019299	0.0945295025657
