	a	A	=	l	L	^	i	I	+	n	N	>	s	S	~	b	B	|	y	Y	@	[	:
N	0.00110103106268	0.00171355428968	0.0003771295913	0.000604655353588	0.000170494389464	5.72027239692e-05	7.2595768512e-05	4.25807595796e-05	1.98196157936e-05	0.00133528235741	0.00284424337974	5.93017754977e-05	3.99248168292e-05	0.000103910190295	8.73034084741e-05	2.29753327175e-05	1.18517875423e-06	3.85540076677e-07	1.44363339822e-05	5.14053435569e-06	1.6421151414e-06	0.000318270472928	0.000774778482237
>	0.00027971646526	0.000724572596697	0.000144877393258	0.000269506792859	4.85494911371e-05	8.2534134933e-06	1.59499357647e-05	3.05576208922e-06	2.25612341166e-06	0.000102339471465	5.93017754977e-05	0.000104738387497	1.6278358793e-05	3.17142411222e-05	2.49744294114e-05	2.27040267376e-06	6.42566794461e-07	5.71170483966e-08	4.9834624726e-06	1.22801654053e-06	5.28332697668e-07	4.65789529674e-05	0.000210290692934
s	0.00129889879759	0.00296695935822	0.00104234329545	0.000690916375929	0.000234251294736	2.04621825881e-05	0.000176977174457	4.85637703992e-05	2.77446062586e-05	0.000157685891361	3.99248168292e-05	1.6278358793e-05	0.00140366574361	0.00138191842743	0.00310426874257	9.27723658581e-05	1.71922315674e-05	5.79738041225e-06	5.85878123928e-05	2.7944515928e-05	1.08379599332e-05	0.000223913108977	0.00309605816686
S	0.00369897145047	0.00861130891856	0.00381054960451	0.00190206910792	0.000702668208637	3.44701387073e-05	0.000542540563457	8.49901680141e-05	4.36802627613e-05	0.00045025369251	0.000103910190295	3.17142411222e-05	0.00138191842743	0.0160241165313	0.0156816712677	0.000233837196136	3.19855471021e-05	1.25800299093e-05	0.000143863565649	4.28520655595e-05	2.23042073989e-05	0.00093166473492	0.00662432103894
~	0.0025838467561	0.0080242741744	0.0140105835035	0.00184679408433	0.000658602405799	2.16473613423e-05	0.000486808603484	7.09964911569e-05	2.91868117306e-05	0.000417168642226	8.73034084741e-05	2.49744294114e-05	0.00310426874257	0.0156816712677	0.108420023923	0.000328922802454	2.75018588029e-05	1.89343015435e-05	0.000286913213358	5.07199389761e-05	2.3617899512e-05	0.001894501099	0.00828844052323
b	0.000243718445508	0.000565787202154	0.000226711844348	0.000524234549446	0.000130055519199	6.88260433179e-06	0.000145834103819	4.18953549989e-05	7.96782825132e-06	6.84690617654e-05	2.29753327175e-05	2.27040267376e-06	9.27723658581e-05	0.000233837196136	0.000328922802454	0.000530346073624	2.47031234315e-05	5.0120209968e-06	1.69066463254e-05	4.48368829913e-06	1.92770038338e-06	0.000106951673123	0.000640596256292
B	4.66931870642e-05	0.000125000660416	2.53742487502e-05	3.85111698814e-05	1.49932252041e-05	1.52788104461e-06	1.69637633738e-05	6.25431679942e-06	2.64166348834e-06	4.11242748455e-06	1.18517875423e-06	6.42566794461e-07	1.71922315674e-05	3.19855471021e-05	2.75018588029e-05	2.47031234315e-05	2.44889345e-05	1.29941285102e-06	2.21328562537e-06	8.99593512246e-07	5.28332697668e-07	1.2679984744e-05	0.000111792342974
|	1.41935865265e-05	5.02915611132e-05	1.01239968283e-05	5.06913804519e-06	5.48323664607e-06	9.56710560642e-07	5.040579521e-06	2.29896119796e-06	1.5992773551e-06	2.94152799242e-06	3.85540076677e-07	5.71170483966e-08	5.79738041225e-06	1.25800299093e-05	1.89343015435e-05	5.0120209968e-06	1.29941285102e-06	5.56891221866e-07	8.85314250147e-07	8.42476463849e-07	3.14143766181e-07	3.76972519417e-06	6.16150159578e-05
y	0.000176734427001	0.000465803808936	0.000187329639479	0.000305319182204	0.000133368308006	7.16818957377e-06	4.56079631447e-05	6.05440713004e-06	3.92679707726e-06	0.000119603099342	1.44363339822e-05	4.9834624726e-06	5.85878123928e-05	0.000143863565649	0.000286913213358	1.69066463254e-05	2.21328562537e-06	8.85314250147e-07	0.000302677518715	4.21095439304e-05	7.23958588426e-06	5.5160789489e-05	0.000421866519457
Y	7.55801342907e-05	0.000138351770479	6.21861864418e-05	8.27626031266e-05	6.08724943286e-05	3.2699510207e-06	2.11047493825e-05	3.46986069009e-06	2.88441094403e-06	3.92965292968e-05	5.14053435569e-06	1.22801654053e-06	2.7944515928e-05	4.28520655595e-05	5.07199389761e-05	4.48368829913e-06	8.99593512246e-07	8.42476463849e-07	4.21095439304e-05	3.01435222913e-05	2.55598791575e-06	1.43649376717e-05	0.000173493034505
@	2.55170413712e-05	9.51570026287e-05	5.02915611132e-05	2.22756488747e-05	3.22711323441e-05	2.79873537143e-06	1.18232290181e-05	2.02765521808e-06	2.05621374228e-06	3.98391412566e-06	1.6421151414e-06	5.28332697668e-07	1.08379599332e-05	2.23042073989e-05	2.3617899512e-05	1.92770038338e-06	5.28332697668e-07	3.14143766181e-07	7.23958588426e-06	2.55598791575e-06	1.53787652808e-05	5.82593893645e-06	0.000112749053535
[	0.0017627891854	0.00581630043453	0.00294815357004	0.00167417208481	0.000419324810803	7.57086476496e-05	0.000937119413042	0.000183931175099	5.00630929196e-05	0.000659130738496	0.000318270472928	4.65789529674e-05	0.000223913108977	0.00093166473492	0.001894501099	0.000106951673123	1.2679984744e-05	3.76972519417e-06	5.5160789489e-05	1.43649376717e-05	5.82593893645e-06	0.00592913516364	0.00260069628538
:	0.00955077013058	0.0200108008339	0.00612273339918	0.00499692781676	0.00212298357185	0.000403289199466	0.00221292864381	0.000588234202174	0.000469416462247	0.00203093944836	0.000774778482237	0.000210290692934	0.00309605816686	0.00662432103894	0.00828844052323	0.000640596256292	0.000111792342974	6.16150159578e-05	0.000421866519457	0.000173493034505	0.000112749053535	0.00260069628538	0.097963634432
